SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2005032S14195,2005,13,SP,MM,MEENA,2005-02-10 00:00:00,NR,-35.4000,-138.100,40,990,wellington,main,3832,3832,________O_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.4000,-138.100,,40,990,-35.4000,-138.100,40,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,133
2005032S14195,2005,13,SP,MM,MEENA,2005-02-10 03:00:00,NR,-36.1474,-137.171,,,,main,3887,3887,_______IP_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.1474,-137.171,,40,989,-36.1474,-137.171,40,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,133
2005032S14195,2005,13,SP,MM,MEENA,2005-02-10 06:00:00,NR,-37.0000,-136.000,40,989,wellington,main,3962,3962,________O_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.0000,-136.000,,40,989,-37.0000,-136.000,40,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,129
2005032S14195,2005,13,SP,MM,MEENA,2005-02-10 09:00:00,NR,-37.6976,-134.792,,,,main,3976,3890,_______IP_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.6976,-134.792,,37,990,-37.6976,-134.792,37,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,124
2005032S14195,2005,13,SP,MM,MEENA,2005-02-10 12:00:00,NR,-38.4000,-133.400,35,991,wellington,main,3890,3816,________O_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.4000,-133.400,,35,991,-38.4000,-133.400,35,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,121
2005032S14195,2005,13,SP,MM,MEENA,2005-02-10 15:00:00,NR,-39.0746,-131.863,,,,main,3804,3708,_______IP_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.0746,-131.863,,37,989,-39.0746,-131.863,37,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,121
2005032S14195,2005,13,SP,MM,MEENA,2005-02-10 18:00:00,NR,-40.0000,-130.000,40,988,wellington,main,3696,3535,________O_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40.0000,-130.000,,40,988,-40.0000,-130.000,40,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,127
2005032S14195,2005,13,SP,MM,MEENA,2005-02-10 21:00:00,NR,-41.4721,-127.634,,,,main,3523,3366,_______IP_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.4721,-127.634,,37,988,-41.4721,-127.634,37,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,129
2005032S14195,2005,13,SP,MM,MEENA,2005-02-11 00:00:00,NR,-43.0000,-125.000,35,989,wellington,main,3355,3244,________O_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.0000,-125.000,,35,989,-43.0000,-125.000,35,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,125
2005032S14195,2005,13,SP,MM,MEENA,2005-02-11 03:00:00,NR,-44.0826,-122.506,,,,main,3234,3130,_______IP_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.0826,-122.506,,35,992,-44.0826,-122.506,35,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,119
2005032S14195,2005,13,SP,MM,MEENA,2005-02-11 06:00:00,NR,-45.0000,-120.000,35,995,wellington,main,3128,2994,________O_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.0000,-120.000,,35,995,-45.0000,-120.000,35,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,117
2005032S14195,2005,13,SP,MM,MEENA,2005-02-11 09:00:00,NR,-45.9087,-117.402,,,,main,2993,2863,_______IP_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.9087,-117.402,,35,995,-45.9087,-117.402,35,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,116
2005032S14195,2005,13,SP,MM,MEENA,2005-02-11 12:00:00,NR,-46.8000,-114.700,,,,main,2860,,________O_____,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.8000,-114.700,,35,995,-46.8000,-114.700,35,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,116
